"id","prefecture_id","name","public","created_at","updated_at"
79,7,"Bà Rịa-Vũng Tàu",1,"2012-08-13 15:30:45","2012-08-13 15:30:45"
80,8,"Bạc Liêu",1,"2012-08-13 15:30:54","2012-08-13 15:30:54"
81,9,"Bắc Kạn",1,"2012-08-13 15:31:05","2012-08-13 15:31:05"
82,10,"Bắc Giang",1,"2012-08-13 15:31:23","2012-08-13 15:31:23"
83,11,"Bắc Ninh",1,"2012-08-13 15:31:36","2012-08-13 15:31:36"
84,12,"Bến Tre",1,"2012-08-13 15:31:50","2012-08-13 15:31:50"
85,13,"Bình Dương",1,"2012-08-13 15:32:01","2012-08-13 15:32:01"
86,14,"Bình Định",1,"2012-08-13 15:32:15","2012-08-13 15:32:15"
87,15,"Bình Phước",1,"2012-08-13 15:32:26","2012-08-13 15:32:26"
88,16,"Bình Thuận",1,"2012-08-13 15:32:36","2012-08-13 15:32:36"
89,17,"Cà Mau",1,"2012-08-13 15:32:56","2012-08-13 15:32:56"
90,18,"Cao Bằng",1,"2012-08-13 15:33:10","2012-08-13 15:33:10"
91,19,"Cần Thơ",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
92,20,"Đắk Lắk",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
93,21,"Đắk Nông",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
94,22,"Điện Biên",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
95,23,"Đồng Nai",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
96,24,"Đồng Tháp",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
97,25,"Gia Lai",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
98,26,"Hà Giang",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
99,27,"Hà Nam",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
100,28,"Hà Tây",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
101,29,"Hà Tĩnh",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
102,30,"Hải Dương",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
103,31,"Hòa Bình",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
104,32,"Hậu Giang",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
105,33,"Hưng Yên",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
106,34,"Khánh Hòa",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
107,35,"Kiên Giang",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
108,36,"Kon Tum",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
109,37,"Lai Châu",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
110,38,"Lào Cai",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
111,39,"Lạng Sơn",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
112,40,"Lâm Đồng",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
113,41,"Long An",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
114,42,"Nam Định",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
115,43,"Nghệ An",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
116,44,"Ninh Bình",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
117,45,"Ninh Thuận",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
118,46,"Phú Thọ",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
119,47,"Phú Yên",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
120,48,"Quảng Bình",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
121,49,"Quảng Nam",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
122,50,"Quảng Ngãi",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
123,51,"Quảng Ninh",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
124,52,"Quảng Trị",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
125,53,"Sóc Trăng",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
126,54,"Sơn La",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
127,55,"Tây Ninh",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
128,56,"Thái Bình",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
129,57,"Thái Nguyên",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
130,58,"Thanh Hóa",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
131,59,"Tiền Giang",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
132,60,"Trà Vinh",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
133,61,"Tuyên Quang",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
134,62,"Vĩnh Long",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
135,63,"Vĩnh Phúc",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
136,64,"Yên Bái",1,"2012-08-13 15:33:25","2012-08-13 15:33:25"
